"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"83","i have the flu AGAIN why is my immune system trash more importantly y does the universe hate me",FALSE,0,NA,2019-03-02 16:42:21,FALSE,NA,"1101885464234074113",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","purpleflurpp",0,FALSE,FALSE,NA,NA
"84","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:42:17,FALSE,NA,"1101885449180610560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jimenezkarissa1",8243,TRUE,FALSE,NA,NA
"85","@squidpod I think you are confusing some of their arguments. No one though thimerosol causes autism. It is 50% merc… https://t.co/Moms6YAIwG",FALSE,0,"squidpod",2019-03-02 16:42:07,TRUE,"1101883758666547201","1101885407086686209","18163138","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SKConservative",0,FALSE,FALSE,NA,NA
"86","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:42:02,FALSE,NA,"1101885383170838528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_shalynnnnn",8243,TRUE,FALSE,NA,NA
"87","Snow and David signed up to be on Storybrooke's Newlywed Game Nigjt but Snow got the flu at the last minute. Emma a… https://t.co/rwWzxcBIhH",FALSE,7,NA,2019-03-02 16:41:59,TRUE,NA,"1101885372286595073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HorchataCanela",0,FALSE,FALSE,NA,NA
"88","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:41:58,FALSE,NA,"1101885366578176000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dreaaloveeeee",8243,TRUE,FALSE,NA,NA
"89","@Dilegin_hobiler @only__justice @portaroca74 @Yademsi @olalalallal Gerçekten çok hoş😊 nice sağlıklı,mutlu ,uzun ömürleri olsun 🙏",FALSE,2,"Dilegin_hobiler",2019-03-02 16:41:53,FALSE,"1101885070271565825","1101885346588041217","809825684432502784","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","flu_84",0,FALSE,FALSE,NA,NA
"90","flu sucks",FALSE,0,NA,2019-03-02 16:41:43,FALSE,NA,"1101885304057683970",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mai4shrt",0,FALSE,FALSE,NA,NA
"91","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 16:41:37,FALSE,NA,"1101885280347439105",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hazzxhugs",815,TRUE,FALSE,NA,NA
"92","@Dilegin_hobiler @flu_84 @portaroca74 @Yademsi @olalalallal Maşallah 😍",FALSE,1,"Dilegin_hobiler",2019-03-02 16:41:28,FALSE,"1101885070271565825","1101885241499754505","809825684432502784","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","only__justice",0,FALSE,FALSE,NA,NA
"93","Another reason to get your #flushot every year. Seriously, read through to the last paragraphs. #SpanishFlu… https://t.co/ej9JLEtPPn",FALSE,0,NA,2019-03-02 16:41:20,TRUE,NA,"1101885210260656128",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","skurdoo",0,FALSE,FALSE,NA,NA
"94","RT @InfiniteLjong: I'm tired lmao
Probably can stay just a bit more and get rest since seems like I'm catching another flu heuuuu

#TeamINF…",FALSE,0,NA,2019-03-02 16:41:12,FALSE,NA,"1101885175674228736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","myungvretin",6,TRUE,FALSE,NA,NA
"95","habis sakit muntah gara-gara telat makan, flu, pms HUHU tapi tetep semangat demi kesayangan!💜

#SoompiAwards   … https://t.co/3kQDfNEBcl",FALSE,0,NA,2019-03-02 16:41:03,TRUE,NA,"1101885137908715520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tteokkooki",0,FALSE,FALSE,NA,NA
"96","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 16:40:59,FALSE,NA,"1101885119122624513",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MyHappinessIsV",815,TRUE,FALSE,NA,NA
"97","RT @RuzMin_twt: @vrachomanager @hopestarrysky @luuunalove @honeyfromD @flu_twt @lynn_arts_ @_surreal_dream @zolotce9 @ruj_twt @b1yond_twt @…",FALSE,0,NA,2019-03-02 16:40:55,FALSE,NA,"1101885105864433664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Valy_sha",1,TRUE,FALSE,NA,NA
"98","RT @AnnaOlav: @RuzMin_twt @vrachomanager @hopestarrysky @luuunalove @honeyfromD @flu_twt @lynn_arts_ @_surreal_dream @zolotce9 @ruj_twt @b1…",FALSE,0,NA,2019-03-02 16:40:53,FALSE,NA,"1101885094535532547",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Valy_sha",1,TRUE,FALSE,NA,NA
"99","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:40:48,FALSE,NA,"1101885076340658178",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Belikealesha",8243,TRUE,FALSE,NA,NA
"100","@flu_84 @only__justice @portaroca74 @Yademsi @olalalallal Yarın evlilik yıl dönümleri 41. Yıllarını kutlayacaklar i… https://t.co/7GqKdsweic",FALSE,5,"flu_84",2019-03-02 16:40:47,TRUE,"1101884788900855808","1101885070271565825","968157098","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dilegin_hobiler",0,FALSE,FALSE,NA,NA
"101","@memo35izmir @EhLikeyF1903__ @baris78coskun @arse_1881 @JaneDoe42837258 @ATATRKYEMM2 @hersey_flu @ay_lenaa @kainatanot @Deniz_Devrim35 🙈😂😂",FALSE,0,"memo35izmir",2019-03-02 16:40:47,FALSE,"1101879714556403713","1101885068786708480","138017893","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maviii05",0,FALSE,FALSE,NA,NA
"102","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:40:44,FALSE,NA,"1101885058540077057",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_haleyariana",8243,TRUE,FALSE,NA,NA
"103","JAJAJA flu flu https://t.co/T0zZcpRsmN",FALSE,0,NA,2019-03-02 16:40:43,FALSE,NA,"1101885052546400256",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MariaJoseT7",0,FALSE,FALSE,NA,NA
"104","RT @ViraBurnayeva: @Rfaamrullah it's safer to NOT vaccinate against #Flu. There are alternatives for #FluVaccine that prevent flu more effe…",FALSE,0,NA,2019-03-02 16:40:42,FALSE,NA,"1101885050478575617",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ViraBurnayeva",1,TRUE,FALSE,NA,NA
"105","RT @Boxmenot: @ViraBurnayeva I found three flu deaths compensated in 2016/2017 just from one vaccine injury law firm.",FALSE,0,NA,2019-03-02 16:40:35,FALSE,NA,"1101885020837433344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ViraBurnayeva",2,TRUE,FALSE,NA,NA
"106","Oh my.  #Leafs fans are going to give 11 million dollar John Tavares standing ovation after standing ovation tonigh… https://t.co/VLtvF9fYFO",FALSE,10,NA,2019-03-02 16:40:34,TRUE,NA,"1101885015598624769",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AndrewWalker650",0,FALSE,FALSE,NA,NA
"107","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:40:28,FALSE,NA,"1101884988910379008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JordanSw_",8243,TRUE,FALSE,NA,NA
"108","RT @ViraBurnayeva: US Government Pays Out Millions to Victims Killed or Paralyzed by #FluShot

https://t.co/8JJEOldj2f

Of those 89 cases c…",FALSE,0,NA,2019-03-02 16:40:25,FALSE,NA,"1101884978709843973",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ViraBurnayeva",5,TRUE,FALSE,NA,NA
"109","RT @classmonitorUG: My crush just told me I sound sexy when I have flu😂I'm not buying medicine, let me stay with my flu to make her happy😆😆",FALSE,0,NA,2019-03-02 16:40:23,FALSE,NA,"1101884970728153089",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gain256",80,TRUE,FALSE,NA,NA
"110","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 16:40:19,FALSE,NA,"1101884954244534272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Giulian47876773",815,TRUE,FALSE,NA,NA
"111","@CecilWink65 I have the flu.",FALSE,1,"CecilWink65",2019-03-02 16:40:15,FALSE,"1101767236291768320","1101884936515145729","973542090","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","daniel_dansturn",0,FALSE,FALSE,NA,NA
"112","@Vandelay1776 @wakeupwithlinda @LarryLjbrn Do you know why the flu vaccine has variable efficacy? Because it’s a ra… https://t.co/t233hbwnhP",FALSE,0,"Vandelay1776",2019-03-02 16:40:09,TRUE,"1101882628624601088","1101884909986238471","1667926404","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PeterOteca",0,FALSE,FALSE,NA,NA
"113","RT @FluCabuloso: Imagina esse caldeirão  em dia de jogo decisivo com a torcida do Fluminense em peso e a faixa da Young flu grandona no ala…",FALSE,0,NA,2019-03-02 16:40:08,FALSE,NA,"1101884905737330688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DnVieiraffc8",56,TRUE,FALSE,NA,NA
"114","Flug ist das letzte Problem. Auto zum Shuttle, Shuttle zum Flu. Was das für ein Gefährt ist, weiß ich noch nicht. B… https://t.co/OR7jebo6O2",FALSE,1,"schnappdrache",2019-03-02 16:40:05,TRUE,"1101884892131012608","1101884893959766016","1014171478705758208","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","schnappdrache",0,FALSE,FALSE,NA,NA
"115","#urgentcare #lunch #flu please go away https://t.co/iklYcEyjlt",FALSE,0,NA,2019-03-02 16:39:55,FALSE,NA,"1101884854466236417",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Brooks_Vicki",0,FALSE,FALSE,NA,NA
"116","well I thought it was just my allergies actin up but..... no energy 
coughin sneezin throat is killin me stuffy nos… https://t.co/KolJyHfqYx",FALSE,0,NA,2019-03-02 16:39:44,TRUE,NA,"1101884808295268353",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","CharliLree",0,FALSE,FALSE,NA,NA
"117","RT @RealGDT: People asking what did I watch during my flu days-  I have KINGDOM on my watchlist, rewatched some really old Curb Your Enthus…",FALSE,0,NA,2019-03-02 16:39:42,FALSE,NA,"1101884797524205568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TomatoPlant21",918,TRUE,FALSE,NA,NA
"118","@Dilegin_hobiler @only__justice @portaroca74 @Yademsi @olalalallal Evet maşallah 😍😊",FALSE,1,"Dilegin_hobiler",2019-03-02 16:39:40,FALSE,"1101884678787735554","1101884788900855808","809825684432502784","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","flu_84",0,FALSE,FALSE,NA,NA
"119","@osto_space Here's hoping. I have a feeling she'll come down with the 'Sicilian flu' before she ever stands before a judge or tribunal. smh",FALSE,0,"osto_space",2019-03-02 16:39:39,FALSE,"1101884404480139264","1101884784882655237","885600616717746176","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SusanMa19862276",0,FALSE,FALSE,NA,NA
"120","4,250% Increase in Fetal Deaths Reported to VAERS After Flu Shot Given to Pregnant Women https://t.co/hkABVh4UqZ",FALSE,0,NA,2019-03-02 16:39:39,FALSE,NA,"1101884784282808325",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","lizmichael",0,FALSE,FALSE,NA,NA
"121","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 16:39:33,FALSE,NA,"1101884761960779776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","melii_2211",815,TRUE,FALSE,NA,NA
"122","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 16:39:31,FALSE,NA,"1101884753605734400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kj43141342",815,TRUE,FALSE,NA,NA
"123","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:39:28,FALSE,NA,"1101884737872748544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Uhhhcoy",8243,TRUE,FALSE,NA,NA
"124","@Fabio_hSousaa @poweraliperti Deve ficar entre flu e curitiba, se n houver zebra deve fechar em 2 jogos e ela entra… https://t.co/ZPKWznjjWd",FALSE,0,"Fabio_hSousaa",2019-03-02 16:39:19,TRUE,"1101880692894515200","1101884700023554048","264871640","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hurtslikejulia",0,FALSE,FALSE,NA,NA
"125","@flu_84 @only__justice @portaroca74 @Yademsi @olalalallal Çok güzeller dimi",FALSE,1,"flu_84",2019-03-02 16:39:14,FALSE,"1101884266269605888","1101884678787735554","968157098","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dilegin_hobiler",0,FALSE,FALSE,NA,NA
"126",""" Aku slalu menjadi senjamu, tidak pernah tidak ... jangan lupa itu. Dilangit manapun, senjamu slalu aku ... "" 
.
.… https://t.co/aMEbIRWpsa",FALSE,0,NA,2019-03-02 16:39:09,TRUE,NA,"1101884657828691970",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","irMairMasenja",0,FALSE,FALSE,NA,NA
"127","having a nicotine addiction and the flu at the exact same time is fucking hell",FALSE,0,NA,2019-03-02 16:39:08,FALSE,NA,"1101884657044504576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sumoslut",0,FALSE,FALSE,NA,NA
"128","@StLouisBlues I thought the coach said the flu was done in the locker room. 🤔",FALSE,0,"StLouisBlues",2019-03-02 16:39:01,FALSE,"1101882381320011777","1101884623884292096","22976125","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Can_Am_Michelle",0,FALSE,FALSE,NA,NA
"129","RT @hollysharks: @ruinsmore @flightythenerd STOP WAIT I ALSO THREW UP AT THE HANNAH MONTANA BEST OF BOTH WORLDS CONCERT.
I had the flu but…",FALSE,0,NA,2019-03-02 16:38:54,FALSE,NA,"1101884597279879169",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CheshireCaine",1,TRUE,FALSE,NA,NA
"130","https://t.co/EzkpDrvuIk

#swineflu #kalagarh #forest",FALSE,0,NA,2019-03-02 16:38:54,FALSE,NA,"1101884595891388416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shamshuansari",0,FALSE,FALSE,NA,NA
"131","RT @KnowYourOTCs: No matter who is sick in your house this #cold + #flu season, our #KnowYourOTCs blogging partner, The Perfect Mom, has ti…",FALSE,0,NA,2019-03-02 16:38:52,FALSE,NA,"1101884586227888129",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mitchells_drug",1,TRUE,FALSE,NA,NA
"132","@Lurpee That’s Ebola not flu https://t.co/eADTPUAhtZ",FALSE,1,"Lurpee",2019-03-02 16:38:50,FALSE,"1101858474663821313","1101884578875297792","15669659","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","North3rnMunk3y",0,FALSE,FALSE,NA,NA
"133","I think my mom is trying to convince me I have the flu. I’m not buying it. I refuse to.",FALSE,0,NA,2019-03-02 16:38:40,FALSE,NA,"1101884537133588481",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iz2854",0,FALSE,FALSE,NA,NA
"134","RT @chimerapod: Actual episode is late due to extensive flu, but I don't think I've posted our season 3 teaser here yet! Some time relative…",FALSE,0,NA,2019-03-02 16:38:39,FALSE,NA,"1101884533543239682",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chimerapod",3,TRUE,FALSE,NA,NA
"135","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:38:37,FALSE,NA,"1101884525192175617",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iam_rolanda239",8243,TRUE,FALSE,NA,NA
"136","Damn, only the throne left to color and the flu bends me... Dammit",FALSE,0,NA,2019-03-02 16:38:36,FALSE,NA,"1101884519836147712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonkiru",0,FALSE,FALSE,NA,NA
"137","I’m doing a bar crawl with the flu today https://t.co/e7Ppxb9Oh3",FALSE,0,NA,2019-03-02 16:38:29,FALSE,NA,"1101884492585857024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eric_ladwig0",0,FALSE,FALSE,NA,NA
"138","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 16:38:27,FALSE,NA,"1101884484176232449",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thevampsbr",815,TRUE,FALSE,NA,NA
"139","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:38:21,FALSE,NA,"1101884460130279424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SelfMadeNae_",8243,TRUE,FALSE,NA,NA
"140","Day 6 with the flu thankfully half day and half dead.",FALSE,0,NA,2019-03-02 16:38:03,FALSE,NA,"1101884380547444736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Orgillon",0,FALSE,FALSE,NA,NA
"141","Semi flu nih asu",FALSE,0,NA,2019-03-02 16:37:54,FALSE,NA,"1101884344371634176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","diosanaditya",0,FALSE,FALSE,NA,NA
"142","RT @RMTsDoll: @yeon_Queen1233 @pepsirat_emma @Mercury2609 @Geschu64 @marianavbelisa @tomo46679360 @BrianFranchell1 @nakko3720 @AnaSant35298…",FALSE,0,NA,2019-03-02 16:37:52,FALSE,NA,"1101884336410894337",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BrianFranchell1",1,TRUE,FALSE,NA,NA
"143","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 16:37:48,FALSE,NA,"1101884318257954816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","melanisticangel",8243,TRUE,FALSE,NA,NA
"144","Snitch ass Zephyr Chase whatever - He want that Anna 🕳 &amp; a clip he wanna sleep ⚰️, caught the Flu 📸😷, Caught a 🐀🏛⚖️… https://t.co/AFWvE2oKlA",FALSE,0,NA,2019-03-02 16:37:47,TRUE,NA,"1101884317356167168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KaneikBrown",0,FALSE,FALSE,NA,NA
